contrast_level,region_id,admin_name,municipality_code,mixed_station_count,paper_station_count,mixed_valid_candidate_votes,paper_valid_candidate_votes,mixed_turnout,paper_turnout,paper_minus_mixed_turnout,mixed_pb_share,paper_pb_share,paper_minus_mixed_pb_share,mixed_strong_lead_rate,paper_strong_lead_rate,paper_minus_mixed_strong_lead_rate,mixed_strong_matched_leads,paper_strong_matched_leads,paper_minus_mixed_pb_votes_above_control_expectation,mixed_validation_issue_stations,paper_validation_issue_stations
municipality,15,15. ПЛЕВЕН,39,16,4,5104,313,0.5021714501510574,0.7614678899082569,0.2592964397571995,0.4512147335423197,0.3035143769968051,-0.1477003565455146,0.0625,0.0,-0.0625,1,0,-42.21269332159055,0,0
municipality,17,17. ПЛОВДИВ област,26,51,6,13968,250,0.5095070422535212,0.721763085399449,0.21225604314592783,0.530569873997709,0.38,-0.15056987399770905,0.0196078431372549,0.0,-0.0196078431372549,1,0,17.97653616258779,0,0
municipality,02,02. БУРГАС,09,32,27,6963,1395,0.41065388951521986,0.5060827250608273,0.09542883554560744,0.5915553640672124,0.43799283154121865,-0.15356253252599378,0.0,0.0,0.0,0,0,-11.218797127597451,0,0
municipality,05,05. ВИДИН,06,5,10,1077,942,0.5191527715187021,0.6416831032215647,0.12253033170286265,0.44103992571959144,0.28450106157112526,-0.15653886414846618,0.0,0.0,0.0,0,0,-88.17458228279912,0,0
municipality,04,04. ВЕЛИКО ТЪРНОВО,28,44,8,12137,574,0.47787846481876334,0.55,0.0721215351812367,0.5720524017467249,0.4146341463414634,-0.1574182554052615,0.0,0.0,0.0,0,0,-63.81154350316682,0,0
municipality,26,26. СОФИЯ област,16,5,10,1441,723,0.536849710982659,0.5922098569157392,0.05536014593308025,0.546148507980569,0.38865836791147995,-0.15749014006908907,0.0,0.0,0.0,0,0,-88.85540112529924,0,0
municipality,06,06. ВРАЦА,20,24,2,7870,247,0.5031945909062713,0.7323943661971831,0.22919977529091184,0.5796696315120712,0.42105263157894735,-0.15861699993312384,0.0,0.0,0.0,0,0,-37.532899140644304,0,0
municipality,22,22. СМОЛЯН,16,13,24,3597,2246,0.5618774524600061,0.6645821489482661,0.10270469648825997,0.5309980539338337,0.37043633125556547,-0.16056172267826824,0.07692307692307693,0.0,-0.07692307692307693,1,0,-4.0375949693705735,0,0
municipality,15,15. ПЛЕВЕН,11,20,2,3561,150,0.3325653522374834,0.46607669616519176,0.13351134392770836,0.561078348778433,0.4,-0.16107834877843297,0.0,0.0,0.0,0,0,-24.062350612206274,0,0
municipality,17,17. ПЛОВДИВ област,17,40,2,13007,43,0.5127912288716309,0.9148936170212766,0.4021023881496457,0.6037518259398785,0.4418604651162791,-0.16189136082359945,0.025,0.0,-0.025,1,0,24.64256495655227,1,0
municipality,01,01. БЛАГОЕВГРАД,28,8,3,2291,150,0.578021978021978,0.8360655737704918,0.2580435957485139,0.4015713662156264,0.23333333333333334,-0.16823803288229305,0.125,0.0,-0.125,1,0,-21.734744229847294,0,0
municipality,18,18. РАЗГРАД,11,14,2,3534,96,0.33261494252873564,0.9801980198019802,0.6475830772732445,0.2753254102999434,0.10416666666666667,-0.1711587436332767,0.07142857142857142,0.0,-0.07142857142857142,1,0,-19.429426174724224,0,0
municipality,06,06. ВРАЦА,08,33,13,9935,1252,0.5622055971183153,0.7852389594676346,0.22303336234931925,0.4246602918973327,0.2507987220447284,-0.17386156985260426,0.030303030303030304,0.0,-0.030303030303030304,1,0,63.28370317828423,1,0
municipality,29,29. ХАСКОВО,33,26,17,8259,1496,0.475914583678199,0.5395558639833449,0.06364128030514588,0.6092747305969246,0.4344919786096257,-0.17478275198729892,0.038461538461538464,0.0,-0.038461538461538464,1,0,1.6005956378043447,0,0
municipality,26,26. СОФИЯ област,45,11,6,3499,234,0.5343579134032806,0.6899441340782123,0.15558622067493166,0.5204344098313803,0.33760683760683763,-0.1828275722245427,0.0,0.0,0.0,0,0,0.8704115878535637,0,0
municipality,07,07. ГАБРОВО,12,14,10,2975,604,0.4665851047560789,0.6673684210526316,0.20078331629655272,0.5273949579831932,0.3443708609271523,-0.18302409705604095,0.0,0.0,0.0,0,0,2.6420333110616205,1,0
municipality,04,04. ВЕЛИКО ТЪРНОВО,32,3,7,627,280,0.44192256341789055,0.6066252587991718,0.1647026953812813,0.4880382775119617,0.30357142857142855,-0.18446684894053317,0.0,0.0,0.0,0,0,-48.926369943648375,0,0
municipality,08,08. ДОБРИЧ,17,16,14,4563,650,0.4289242590559824,0.47067039106145253,0.041746132005470116,0.5373657681349989,0.3507692307692308,-0.18659653736576814,0.0,0.0,0.0,0,0,-3.2296339598529187,0,0
municipality,09,09. КЪРДЖАЛИ,16,143,27,28780,1898,0.30402230026869004,0.44975214060387564,0.1457298403351856,0.29711605281445447,0.1095890410958904,-0.18752701171856406,0.055944055944055944,0.037037037037037035,-0.01890701890701891,8,1,-4.52308297950733,4,0
municipality,14,14. ПЕРНИК,51,4,17,872,667,0.4429334628460418,0.5884843353090601,0.1455508724630183,0.6020642201834863,0.4107946026986507,-0.19126961748483556,0.0,0.0,0.0,0,0,-83.96890887192109,0,0
municipality,13,13. ПАЗАРДЖИК,21,26,1,6751,15,0.38437244759052547,0.9375,0.5531275524094745,0.5252555177010814,0.3333333333333333,-0.19192218436774805,0.0,0.0,0.0,0,0,-2.537928351947149,0,0
municipality,29,29. ХАСКОВО,28,30,13,9436,1022,0.5888251283600121,0.5727128503437334,-0.01611227801627868,0.5789529461636287,0.38551859099804303,-0.19343435516558566,0.0,0.07692307692307693,0.07692307692307693,0,1,-0.5891902579875588,1,0
municipality,17,17. ПЛОВДИВ област,28,19,3,5017,163,0.44499288881452354,0.6615969581749049,0.2166040693603814,0.5433526011560693,0.34355828220858897,-0.19979431894748034,0.05263157894736842,0.0,-0.05263157894736842,1,0,-33.187334015490165,1,0
municipality,01,01. БЛАГОЕВГРАД,11,39,4,14519,170,0.536311854752581,0.8480392156862745,0.31172736093369346,0.3289482746745644,0.12352941176470589,-0.2054188629098585,0.02564102564102564,0.0,-0.02564102564102564,1,0,-89.65750705122763,0,0
municipality,04,04. ВЕЛИКО ТЪРНОВО,13,8,20,2753,1038,0.45505882352941174,0.6685570258349086,0.21349820230549688,0.5176171449328005,0.31021194605009633,-0.2074051988827042,0.0,0.0,0.0,0,0,-0.8527679928077347,0,0
municipality,31,31. ЯМБОЛ,07,17,12,4789,679,0.4646511627906977,0.5303254437869822,0.06567428099628453,0.5525161829191898,0.3431516936671576,-0.20936448925203222,0.0,0.0,0.0,0,0,2.688293359408375,0,0
municipality,26,26. СОФИЯ област,59,6,2,2401,87,0.677384780278671,0.9823008849557522,0.3049161046770812,0.3231986672219908,0.10344827586206896,-0.21975039135992186,0.0,0.0,0.0,0,0,-17.325262211815605,1,0
municipality,03,03. ВАРНА,14,10,1,2764,180,0.38834165429766565,0.808695652173913,0.4203539978762474,0.5148335745296672,0.29444444444444445,-0.2203891300852227,0.0,0.0,0.0,0,0,-40.47154665241362,0,0
municipality,01,01. БЛАГОЕВГРАД,37,27,2,10665,88,0.6463315058905867,0.9207920792079208,0.2744605733173341,0.480168776371308,0.25,-0.230168776371308,0.07407407407407407,0.0,-0.07407407407407407,2,0,-19.291525547140882,0,0
municipality,13,13. ПАЗАРДЖИК,08,34,17,12200,1469,0.4435199104988987,0.6579511358765537,0.21443122537765502,0.4910655737704918,0.2491490810074881,-0.24191649276300373,0.029411764705882353,0.058823529411764705,0.029411764705882353,1,1,175.4317963290439,2,0
municipality,07,07. ГАБРОВО,35,15,5,4265,156,0.48629757017641184,0.6317829457364341,0.14548537556002228,0.569284876905041,0.3141025641025641,-0.25518231280247694,0.0,0.0,0.0,0,0,-38.66594330994133,0,0
municipality,02,02. БУРГАС,12,4,7,684,441,0.4097504352872896,0.6430555555555556,0.233305120268266,0.6140350877192983,0.35827664399092973,-0.25575844372836853,0.0,0.0,0.0,0,0,-84.21646696760337,0,0
municipality,13,13. ПАЗАРДЖИК,24,16,1,5704,11,0.4679764243614931,1.0,0.5320235756385069,0.45424263674614307,0.18181818181818182,-0.27242445492796125,0.0625,0.0,-0.0625,1,0,0.5895096837097658,0,0
municipality,13,13. ПАЗАРДЖИК,03,9,1,2416,23,0.5020080321285141,0.9259259259259259,0.42391789379741185,0.45364238410596025,0.13043478260869565,-0.3232076014972646,0.0,0.0,0.0,0,0,-5.498290291852198,0,0
